@relation ivy-2.0.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
12,4,0,8,24,30,0,0,12,0.800000,124,1,0,0.858974,0.708333,0,0,8.916667,1,0.916700,1
2,1,0,5,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,-1
2,1,1,6,4,1,3,3,2,2,8,0,0,0,0.625000,0,0,3,1,0.500000,-1
5,2,0,4,21,0,0,4,4,0.166667,144,1,0,0.666667,0.533333,1,1,27.200000,5,2.400000,-1
4,1,0,4,7,0,1,3,4,0.333333,31,1,2,0,0.437500,0,0,6.250000,2,1,-1
4,1,0,22,12,6,22,0,3,2,72,0,0,0,0.375000,0,0,17,2,1.500000,-1
1,1,0,7,1,0,5,2,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,3,0,5,7,1,1,4,2,2,18,0,0,0.937500,0.625000,0,0,8,1,0.500000,-1
3,2,0,3,6,3,1,2,3,2,15,0,0,0.800000,0.833333,2,2,4,1,0.666700,-1
29,3,0,21,97,316,4,0,20,0.853571,677,0.900000,1,0.517241,0.206897,2,2,22,8,1.931000,-1
5,1,0,7,23,0,5,2,5,0.583333,105,1,1,0,0.533333,0,0,19.400000,3,1.200000,-1
33,2,0,33,45,390,26,7,32,0.929688,350,0.812500,1,0.062500,0.163194,0,0,9.121212,4,1.030300,-1
3,2,0,4,23,3,1,3,0,1,95,0,1,0.933333,1,2,2,30.333333,3,1,-1
3,2,3,6,11,1,3,3,2,0.500000,33,1,1,0.857143,0.666667,0,0,9.666667,1,0.666700,-1
1,3,0,5,2,0,1,4,1,2,9,0,0,1,1,0,0,7,0,0,-1
6,1,0,5,22,0,3,3,4,0.600000,84,1,2,0,0.444444,0,0,12.500000,2,1,1
8,1,0,16,8,28,10,6,8,2,8,0,0,0,0.343750,0,0,0,1,1,-1
15,1,0,19,66,39,2,18,6,0.827381,451,1,3,0,0.209524,0,0,28.266667,6,1.933300,-1
5,2,3,5,9,0,3,2,5,0.250000,34,1,0,0.571429,0.533333,1,1,5.600000,1,0.600000,-1
17,3,0,15,78,84,0,0,15,0.851563,413,1,0,0.698113,0.254902,1,1,22.823529,6,1.235300,-1
4,1,0,2,6,0,1,1,4,0.333333,35,1,2,0,0.500000,0,0,7.250000,3,1.250000,-1
6,4,0,6,19,3,0,0,6,0.800000,94,0.500000,0,0.930556,0.444444,1,1,14,1,0.833300,-1
2,3,0,4,14,0,1,3,2,1,54,0.500000,1,0.928571,0.625000,0,0,25,1,0.500000,-1
2,2,0,5,4,1,2,3,1,2,8,0,0,0.666667,0.750000,1,1,3,1,0.500000,-1
7,4,0,2,20,21,1,1,7,2,67,0,0,0.910448,0.571429,2,2,8.571429,2,1,-1
2,1,0,3,6,0,1,2,2,0,26,1,0,0,0.666667,0,0,11.500000,2,1,-1
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,-1
8,5,0,11,32,18,0,0,7,0.666667,149,1,0,0.936937,0.500000,1,2,17.250000,2,1,-1
2,4,0,5,4,0,3,2,2,0,14,1,1,0.944444,0.750000,0,0,5.500000,1,0.500000,-1
5,2,0,17,6,6,15,2,5,0.750000,25,1,0,0.818182,0.400000,0,0,3.600000,1,0.800000,-1
3,2,0,6,5,3,3,3,1,1,18,0,1,0.800000,0.750000,1,1,4.666667,1,0.333300,-1
5,1,0,13,31,8,2,11,4,0.625000,140,0.500000,1,0,0.342857,0,0,26.600000,1,0.800000,-1
15,3,0,17,69,105,3,0,7,1.071429,583,1,0,0.735849,0.275000,1,2,37.800000,1,0.933300,-1
9,1,0,22,117,36,1,21,3,1.125000,1209,0,0,0,0.476190,0,0,133.222222,16,4.666700,-1
77,1,0,50,243,2706,4,49,49,0.947917,2480,1,4,0,0.087551,0,0,30.896104,11,1.948100,1
13,1,0,29,148,78,0,0,1,0.972222,1407,0.333333,0,0,0.192308,0,0,107,8,2.307700,1
11,1,0,12,52,37,4,0,5,0.700000,360,1,1,0,0.383333,0,0,31.363636,8,1.818200,1
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
99,1,0,65,293,3615,31,42,73,0.876984,2894,1,9,0,0.090506,1,1,28.050505,21,2.202000,1
2,1,0,19,2,1,19,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
6,2,2,2,19,0,2,0,4,0.300000,86,1,0,0.772727,0.366667,0,0,13,3,1.166700,-1
10,2,3,5,21,0,4,1,9,0,84,1,1,0.968254,0.500000,0,0,7.300000,1,0.200000,-1
13,2,0,11,50,46,0,0,10,0.783333,267,1,0,0.428571,0.323077,0,0,19.153846,8,1.538500,-1
3,1,0,20,3,3,19,2,3,2,3,0,0,0,0.583333,0,0,0,1,1,-1
2,2,0,8,3,0,5,3,2,0,14,1,1,0.800000,0.625000,0,0,5.500000,1,0.500000,-1
19,6,0,10,62,119,1,0,17,0.931624,309,1,0,0.904255,0.289474,3,4,14.578947,8,1.631600,-1
3,2,2,5,10,0,2,3,2,0.500000,39,1,2,0.857143,0.466667,0,0,11.333333,1,0.666700,-1
29,1,0,39,116,90,1,38,22,0.915584,1109,0.818182,5,0,0.149351,0,0,36.862069,14,2.069000,1
14,1,0,12,41,35,5,7,11,0.153846,230,1,0,0,0.276786,0,0,15.357143,3,1.142900,-1
3,2,2,6,14,0,2,4,2,0.500000,70,1,2,0.857143,0.466667,0,0,21.666667,1,0.666700,-1
14,2,0,10,23,53,5,5,14,0.701923,164,1,1,0.421053,0.285714,1,9,10.142857,1,0.785700,-1
4,1,3,7,5,0,7,0,4,1,32,0.250000,0,0,0.500000,0,0,6,1,0.500000,-1
4,3,0,2,8,6,2,0,4,1.333333,21,1,0,1,0.666667,0,0,4,0,0,-1
3,2,0,3,5,3,1,2,3,2,12,0,0,0.666667,0.777778,0,0,3,1,0.666700,-1
3,1,0,5,3,3,4,1,3,2,3,0,0,0,0.777778,0,0,0,1,1,-1
2,2,0,4,4,1,2,2,2,2,10,0,0,0.857143,0.666667,0,0,4,1,0.500000,-1
3,1,0,11,22,3,0,11,3,2,101,0,0,0,0.416667,0,0,32.666667,2,1.333300,-1
3,1,0,11,38,1,1,10,3,0,215,1,0,0,0.416667,0,0,70.333333,4,1.666700,-1
4,1,0,2,8,4,0,2,4,0.666667,24,1,1,0,0.500000,0,0,4.750000,1,0.750000,-1
33,1,0,54,277,194,9,48,20,0.756250,2591,1,4,0,0.109557,0,0,77.363636,19,4,1
2,3,0,3,5,0,1,2,1,0,15,1,0,1,1,0,0,6,0,0,-1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
22,2,0,20,143,0,2,20,5,0.761905,1648,1,2,0.447368,0.331169,1,2,73.363636,16,2.863600,1
5,3,0,3,15,10,1,2,4,2,50,0,0,0.785714,0.500000,0,0,9,1,0.600000,-1
3,1,0,9,3,3,4,5,3,2,3,0,0,0,0.619048,0,0,0,1,1,-1
4,1,2,10,10,6,2,8,4,2,27,0,0,0,0.375000,0,0,5.750000,1,0.750000,-1
13,1,0,19,77,0,4,15,12,0.250000,1090,1,1,0,0.253846,0,0,82.769231,14,2.846200,-1
5,1,0,16,65,10,1,16,4,2,598,0,0,0,0.300000,0,0,118.600000,2,1,-1
10,2,1,6,30,27,3,4,0,0.733333,290,1,1,0.363636,0.360000,0,0,27.500000,4,1.400000,-1
12,1,0,3,21,0,1,0,11,0.303030,222,1,1,0,0.316667,0,0,17,2,1,-1
11,1,0,11,44,49,8,3,8,0.950000,279,0.500000,0,0,0.233333,0,0,23.636364,8,1.545500,1
13,4,0,4,35,68,0,0,12,0.833333,194,1,0,0.848101,0.487179,0,0,13.538462,3,1.076900,-1
4,1,0,24,104,0,2,22,3,0.333333,763,1,2,0,0.375000,0,0,189.250000,1,0.750000,-1
2,1,0,2,8,1,2,0,1,2,49,0,0,0,0.500000,0,0,23.500000,4,2,-1
11,1,0,7,20,37,7,0,10,0.625000,132,1,0,0,0.393939,1,1,10.636364,3,1.454500,-1
10,1,0,2,16,23,1,0,9,0.500000,88,1,1,0,0.433333,0,0,7.200000,2,1,-1
37,4,0,16,108,516,0,0,29,0.916667,1130,0.928571,0,0.650485,0.169533,2,3,29.162162,5,1.648600,-1
9,2,2,7,28,10,2,5,8,0.583333,124,1,2,0.466667,0.259259,1,1,12.444444,2,1,-1
21,2,0,30,108,190,1,0,7,0.794444,766,0.888889,1,0.366667,0.292857,1,3,35.047619,10,1.952400,-1
74,1,0,84,163,2213,44,46,70,0.901947,1119,0.894737,12,0,0.055223,0,0,13.864865,11,1.229700,-1
7,2,0,12,24,0,2,0,6,0.541667,122,1,0,0.760000,0.333333,1,8,15.857143,3,1.142900,-1
19,1,1,32,29,107,29,3,19,0.895833,186,0.875000,3,0,0.195489,0,0,8.368421,5,1.210500,1
2,1,0,12,2,1,11,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
29,1,0,24,91,312,10,16,27,0.821429,699,1,3,0,0.116711,0,0,22.758621,6,1.827600,-1
65,1,3,41,131,2010,5,37,39,0.911058,810,1,5,0,0.077592,0,0,11.261538,5,1.400000,1
6,2,0,5,15,15,1,4,6,2,53,0,0,0.615385,0.541667,2,2,7.833333,2,1.333300,-1
4,1,0,5,9,0,4,1,4,0.333333,34,1,1,0,0.500000,0,0,7,1,0.750000,-1
3,2,0,10,5,3,7,3,1,1,18,0,1,0.800000,0.750000,1,1,4.666667,1,0.333300,-1
21,3,0,4,54,0,0,0,19,0.858333,233,0.500000,1,0.660714,0.375000,1,1,9.809524,2,1,-1
1,1,0,10,1,0,8,2,1,2,1,0,0,0,1,0,0,0,1,1,-1
55,1,0,31,123,1255,17,15,41,0.870370,1167,1,6,0,0.108932,0,0,19.945455,9,1.709100,1
7,1,5,9,8,13,5,4,7,0.750000,30,1,1,0,0.314286,0,0,3,1,0.857100,-1
3,1,0,15,3,3,14,1,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
8,1,0,18,17,20,17,1,8,0.464286,141,1,1,0,0.343750,1,1,16.125000,6,1.625000,-1
10,1,0,15,10,45,12,3,10,2,10,0,0,0,0.366667,0,0,0,1,1,-1
45,4,0,13,113,814,1,0,45,0.943723,636,1,0,0.603604,0.306667,3,5,12.666667,2,1,-1
7,1,0,10,44,19,4,7,4,0.916667,348,0.500000,0,0,0.354167,0,0,48.428571,1,0.714300,1
