%%-*- text -*-
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE data set made publicly available in order to encourage
% repeatable, verifiable, refutable, and/or improvable predictive models
% of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://code.google.com/p/promisedata/ .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

% 1. Title/Topic: PC4/ defect prediction
%
% (c) 2007 : Tim Menzies  : tim@menzies.us 
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
 
% For more deatils on this data set, see 
% http://promisedata.org/repository/data/kc2/kc2.arff

@relation pc4
 
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute C {FALSE,TRUE}

@data
64,80,18,54,10,59,26,166,202,368,2358.66,0.03,36.58,86270.84,0.79,4792.82,23,14,2,36,18,12,0.19,2.57,7,0.58,0.07,0,44,8,0.64,64.48,0.67,11,34,163,34.15,TRUE
12,4,1,11,1,16,12,20,22,42,201.91,0.13,7.5,1514.32,0.07,84.13,3,2,1,4,2,2,0.17,2,2,1,0.11,0,8,1,0,26.92,0.5,1,8,18,15.38,FALSE
8,1,0,7,1,7,7,11,14,25,95.18,0.18,5.5,523.51,0.03,29.08,3,2,3,4,2,2,0.25,2,2,1,0.2,0,8,1,0,17.31,0.5,1,8,10,12.5,FALSE
9,1,0,9,0,9,13,17,32,49,218.51,0.08,12.28,2682.84,0.07,149.05,7,2,0,8,4,4,0.44,4,1,0.25,0.36,0,10,4,1,17.8,1,3,8,11,0,FALSE
66,8,7,66,0,55,32,159,207,366,2358.12,0.02,46.25,109073.64,0.79,6059.65,52,36,13,80,40,28,0.42,2.22,17,0.61,0.34,2,110,22,0.78,50.98,0.79,22,84,82,9.59,FALSE
141,16,3,135,6,122,34,428,523,951,6928.42,0.02,59.64,413206.28,2.31,22955.9,110,92,19,196,98,57,0.4,2.13,43,0.75,0.35,0,247,42,0.73,116.17,0.74,52,192,161,6.25,FALSE
50,17,13,50,0,70,20,196,244,440,2856.42,0.04,28,79979.63,0.95,4443.31,5,4,3,8,4,3,0.06,2,2,0.67,0.04,0,17,1,0,102.01,0.33,2,16,81,20.63,FALSE
7,1,0,7,0,5,7,6,11,17,60.94,0.24,4.2,255.97,0.02,14.22,3,2,0,4,2,2,0.29,2,1,0.5,0.22,1,5,1,0,14.51,0.5,1,5,9,0,FALSE
19,1,0,19,0,20,22,47,78,125,674.04,0.04,25.85,17423.93,0.22,968,17,14,4,30,15,9,0.47,2.14,4,0.44,0.43,0,36,9,1,26.08,1,8,29,21,0,FALSE
17,2,0,17,0,13,11,30,36,66,302.61,0.08,12.69,3840.79,0.1,213.38,5,4,5,8,4,3,0.18,2,3,1,0.15,3,15,1,0,23.84,0.33,2,14,20,0,FALSE
50,4,6,50,0,28,32,123,184,307,1813.42,0.01,70.29,127457.2,0.6,7080.96,37,22,4,54,31,20,0.4,2.45,7,0.35,0.36,2,74,12,0.58,25.8,0.6,16,56,55,10.71,FALSE
18,3,0,16,2,23,19,26,33,59,318.15,0.09,10.74,3416.62,0.11,189.81,5,2,1,4,2,3,0.17,2,2,0.67,0.04,1,11,3,1,29.62,1,1,10,80,11.11,FALSE
7,1,3,7,0,12,9,17,23,40,175.69,0.16,6.38,1120.04,0.06,62.22,3,2,2,4,2,2,0.29,2,2,1,0.17,0,7,1,0,27.56,0.5,1,7,12,30,FALSE
16,10,8,16,0,30,13,76,109,185,1003.86,0.06,16.47,16530.21,0.33,918.35,3,2,2,4,2,2,0.13,2,2,1,0.06,1,15,1,0,60.96,0.5,1,15,35,33.33,FALSE
69,31,8,60,9,68,30,102,168,270,1785.97,0.04,22.5,40184.36,0.6,2232.46,18,12,8,24,12,11,0.16,2,7,0.64,0.1,0,48,1,0,79.38,0.09,6,39,109,22.08,FALSE
31,14,19,28,3,18,21,55,70,125,660.68,0.03,32.08,21196.67,0.22,1177.59,13,12,3,24,12,7,0.23,2,4,0.57,0.11,0,29,5,0.67,20.59,0.71,6,24,65,44,FALSE
65,5,0,65,0,68,33,204,322,526,3502.22,0.02,49.5,173359.85,1.17,9631.1,69,62,8,130,65,35,0.54,2.1,11,0.31,0.44,0,141,19,0.53,70.75,0.54,34,108,80,0,FALSE
63,31,10,63,0,51,30,114,153,267,1692.74,0.03,33.53,56756.57,0.56,3153.14,16,4,10,12,7,11,0.17,3,6,0.55,0.1,0,45,5,0.4,50.49,0.45,4,36,105,13.7,FALSE
10,1,0,10,0,9,17,23,32,55,258.51,0.05,21.72,5615.72,0.09,311.98,7,6,1,12,6,4,0.4,2,3,0.75,0.33,0,16,1,0,11.9,0.25,3,14,12,0,FALSE
27,6,0,24,3,23,18,59,80,139,744.7,0.04,23.09,17192.85,0.25,955.16,17,16,2,32,16,9,0.33,2,2,0.22,0.26,2,36,5,0.5,32.25,0.56,8,29,34,11.11,FALSE
44,19,5,44,0,61,28,136,188,324,2098.14,0.03,31.21,65489.41,0.7,3638.3,21,16,8,36,18,11,0.25,2.25,8,0.73,0.16,1,44,3,0.2,67.22,0.27,10,35,69,10.2,FALSE
43,17,0,43,0,39,20,108,146,254,1494.19,0.04,27.69,41377.61,0.5,2298.76,25,14,1,38,19,13,0.3,2.71,7,0.54,0.21,2,35,12,0.92,53.96,0.92,12,24,61,0,FALSE
6,2,0,6,0,3,10,8,18,26,96.21,0.08,13.33,1282.82,0.03,71.27,7,6,0,12,6,4,0.67,2,1,0.25,0.44,0,13,4,1,7.22,1,3,11,9,0,FALSE
89,27,35,87,2,69,23,143,194,337,2198.44,0.04,23.83,52396.16,0.73,2910.9,39,24,7,62,33,20,0.22,2.58,10,0.5,0.13,2,66,12,0.58,92.24,0.6,19,48,152,29.84,FALSE
15,1,0,15,0,17,17,51,103,154,783.47,0.04,25.5,19978.47,0.26,1109.91,5,2,1,6,3,3,0.2,3,1,0.33,0.18,0,9,3,1,30.72,1,2,8,17,0,FALSE
24,7,6,19,5,21,12,56,60,116,585.15,0.06,16,9362.4,0.2,520.13,7,6,0,12,6,4,0.17,2,1,0.25,0.11,0,13,1,0,36.57,0.25,3,11,38,36.67,TRUE
9,1,0,9,0,6,10,13,19,32,128,0.09,10.83,1386.67,0.04,77.04,3,2,1,4,2,2,0.22,2,2,1,0.18,0,6,1,0,11.82,0.5,1,6,11,0,FALSE
69,0,0,69,0,34,16,523,495,1018,5745.45,0.01,123.06,707027.78,1.92,39279.32,97,96,4,192,96,49,0.71,2,4,0.08,0.7,0,241,1,0,46.69,0.02,48,194,70,0,FALSE
9,6,5,8,1,5,5,6,12,18,59.79,0.33,3,179.38,0.02,9.97,3,2,4,4,2,2,0.22,2,2,1,0.1,0,8,1,0,19.93,0.5,1,8,21,42.86,FALSE
8,0,0,8,0,10,10,23,24,47,203.13,0.09,11.5,2336,0.07,129.78,5,4,3,8,4,3,0.38,2,3,1,0.33,0,15,1,0,17.66,0.33,2,14,9,0,FALSE
14,1,1,14,0,11,20,25,49,74,366.61,0.04,22.73,8332.05,0.12,462.89,11,10,1,20,10,6,0.43,2,2,0.33,0.35,3,21,4,0.6,16.12,0.67,5,17,17,6.67,FALSE
11,2,0,11,0,4,12,14,24,38,152,0.05,21,3192,0.05,177.33,9,8,0,16,8,5,0.45,2,1,0.2,0.36,0,18,4,0.75,7.24,0.8,4,15,14,0,FALSE
7,1,0,7,0,4,10,7,15,22,83.76,0.11,8.75,732.92,0.03,40.72,5,4,1,8,4,3,0.43,2,2,0.67,0.33,0,10,3,1,9.57,1,2,9,9,0,FALSE
12,0,0,12,0,8,8,22,24,46,184,0.09,11,2024,0.06,112.44,3,2,2,4,2,2,0.17,2,2,1,0.15,3,9,1,0,16.73,0.5,1,9,13,0,FALSE
10,5,0,10,0,5,13,17,20,37,154.29,0.05,22.1,3409.75,0.05,189.43,7,4,0,10,5,4,0.4,2.5,1,0.25,0.25,2,11,1,0,6.98,0.25,3,9,16,0,FALSE
62,6,1,62,0,47,26,142,177,319,1974.55,0.03,39.28,77553.76,0.66,4308.54,35,32,8,66,33,18,0.29,2.06,11,0.61,0.16,2,79,12,0.65,50.27,0.67,17,63,113,1.59,FALSE
8,0,0,8,0,16,14,26,31,57,279.69,0.09,11.38,3181.51,0.09,176.75,5,4,5,8,4,3,0.38,2,3,1,0.33,0,14,1,0,24.59,0.33,2,13,9,0,FALSE
25,8,13,23,2,38,18,80,95,175,1016.29,0.05,18.95,19255.97,0.34,1069.78,11,8,2,18,9,6,0.24,2.25,2,0.33,0.13,2,22,4,0.6,53.64,0.67,5,18,47,39.47,FALSE
21,8,3,21,0,21,16,38,61,99,515.74,0.07,14.48,7465.89,0.17,414.77,3,2,1,4,2,2,0.1,2,2,1,0.06,1,7,1,0,35.63,0.5,1,7,33,12.5,FALSE
10,2,0,10,0,9,15,13,18,31,142.13,0.09,10.83,1539.78,0.05,85.54,5,4,0,8,4,3,0.3,2,1,0.33,0.23,1,9,1,0,13.12,0.33,2,8,13,0,FALSE
7,0,0,7,0,9,8,16,25,41,167.59,0.14,7.11,1191.72,0.06,66.21,13,6,0,18,9,7,1,3,1,0.14,0.88,1,19,7,1,23.57,1,6,14,8,0,FALSE
19,17,16,16,3,26,16,54,64,118,636.29,0.06,16.62,10572.26,0.21,587.35,3,2,1,4,2,2,0.11,2,1,0.5,0.04,0,8,1,0,38.3,0.5,1,8,53,54.29,FALSE
12,4,0,12,0,13,15,57,61,118,567.27,0.03,32.88,18654.39,0.19,1036.34,19,10,2,28,14,10,0.83,2.8,9,0.9,0.59,0,33,1,0,17.25,0.1,9,25,17,0,FALSE
29,7,9,29,0,31,18,71,93,164,920.81,0.05,20.61,18980.62,0.31,1054.48,9,8,2,16,8,5,0.17,2,5,1,0.11,1,19,5,1,44.67,1,4,16,46,23.68,TRUE
46,13,1,45,1,33,29,97,124,221,1315.88,0.02,42.62,56084.29,0.44,3115.79,26,22,4,44,22,14,0.3,2,11,0.79,0.23,0,59,7,0.46,30.87,0.5,11,47,61,4.26,FALSE
13,2,0,13,0,12,19,38,53,91,450.83,0.03,30.08,13562.53,0.15,753.47,13,8,3,20,10,7,0.54,2.5,7,1,0.44,2,31,4,0.5,14.99,0.57,6,26,16,0,FALSE
48,11,4,48,0,49,22,90,107,197,1211.5,0.05,20.2,24477.25,0.4,1359.85,9,10,12,20,10,5,0.1,2,5,1,0.08,0,32,1,0,59.96,0.2,5,29,64,7.69,FALSE
21,1,0,21,0,27,11,45,49,94,493.31,0.11,9.17,4521.96,0.16,251.22,7,6,4,12,6,4,0.19,2,2,0.5,0.17,3,24,1,0,53.82,0.25,3,22,23,0,FALSE
22,10,5,22,0,20,8,61,62,123,591.3,0.08,12.2,7213.92,0.2,400.77,5,4,0,8,4,3,0.14,2,1,0.33,0.08,0,11,1,0,48.47,0.33,2,10,38,18.52,FALSE
11,1,0,11,0,3,6,4,13,17,53.89,0.25,4,215.55,0.02,11.98,3,2,0,4,2,2,0.18,2,1,0.5,0.15,0,6,1,0,13.47,0.5,1,6,13,0,FALSE
29,8,3,28,1,27,8,67,73,140,718.1,0.1,9.93,7127.8,0.24,395.99,3,2,5,4,2,2,0.07,2,2,1,0.02,0,9,1,0,72.35,0.5,1,9,106,12.5,TRUE
23,3,1,22,1,21,16,43,64,107,557.41,0.06,16.37,9130.93,0.19,507.27,5,4,4,8,4,3,0.13,2,3,1,0.11,4,12,3,1,34.03,1,2,11,28,8.33,FALSE
10,1,0,10,0,16,8,26,28,54,247.59,0.15,6.5,1609.32,0.08,89.41,3,2,1,4,2,2,0.2,2,2,1,0.17,1,7,1,0,38.09,0.5,1,7,12,0,FALSE
54,19,2,54,0,106,21,241,266,507,3543.26,0.04,23.87,84587.05,1.18,4699.28,9,8,1,16,8,5,0.09,2,1,0.2,0.07,0,22,1,0,148.42,0.2,4,19,76,3.57,FALSE
15,2,0,14,1,11,11,21,24,45,200.67,0.1,10.5,2107.08,0.07,117.06,5,4,1,8,4,3,0.2,2,2,0.67,0.17,0,11,1,0,19.11,0.33,2,10,18,6.67,FALSE
10,1,0,10,0,13,14,22,23,45,213.97,0.08,11.85,2534.72,0.07,140.82,7,4,3,10,5,4,0.4,2.5,3,0.75,0.33,3,16,3,0.67,18.06,0.75,3,14,12,0,FALSE
17,0,0,17,0,19,20,45,65,110,581.39,0.04,23.68,13769.86,0.19,764.99,9,8,5,16,8,5,0.29,2,4,0.8,0.28,1,20,1,0,24.55,0.2,4,17,18,0,FALSE
9,1,1,9,0,7,12,17,20,37,157.17,0.07,14.57,2290.24,0.05,127.24,5,4,1,8,4,3,0.33,2,2,0.67,0.25,0,9,1,0,10.79,0.33,2,8,12,10,FALSE
32,18,15,28,4,27,18,61,85,146,801.81,0.05,20.33,16303.48,0.27,905.75,9,8,0,16,8,5,0.16,2,1,0.2,0.08,0,18,1,0,39.43,0.2,4,15,66,40.43,FALSE
17,5,7,17,0,11,12,16,24,40,180.94,0.11,8.73,1579.13,0.06,87.73,5,4,1,8,4,3,0.18,2,1,0.33,0.1,2,11,1,0,20.73,0.33,2,10,30,29.17,FALSE
6,9,7,5,1,8,10,12,17,29,120.93,0.13,7.5,906.96,0.04,50.39,3,2,0,6,3,2,0.33,3,1,0.5,0.09,0,5,1,0,16.12,0.5,2,5,23,61.54,FALSE
21,1,0,21,0,29,16,67,72,139,763.37,0.05,18.48,14109.14,0.25,783.84,13,12,3,24,12,7,0.33,2,6,0.86,0.3,0,32,1,0,41.3,0.14,6,27,23,0,FALSE
10,1,0,10,0,15,15,22,29,51,250.25,0.09,11,2752.77,0.08,152.93,5,2,3,6,3,3,0.3,3,2,0.67,0.25,1,10,3,1,22.75,1,2,9,12,0,FALSE
26,1,0,26,0,35,23,109,119,228,1335.62,0.03,35.81,47834.26,0.45,2657.46,35,18,6,52,26,18,0.69,2.89,6,0.33,0.64,0,58,13,0.71,37.29,0.72,17,42,28,0,FALSE
14,7,1,14,0,12,11,22,28,50,226.18,0.1,10.08,2280.63,0.08,126.7,3,2,2,4,2,2,0.14,2,1,0.5,0.09,0,8,1,0,22.43,0.5,1,8,23,6.67,FALSE
7,4,3,6,1,8,8,9,15,24,96,0.22,4.5,432,0.03,24,3,2,4,4,2,2,0.29,2,2,1,0.13,0,8,1,0,21.33,0.5,1,8,15,40,FALSE
19,12,13,19,0,33,15,68,93,161,899.18,0.06,15.45,13896.4,0.3,772.02,5,4,2,8,4,3,0.16,2,2,0.67,0.07,1,16,1,0,58.18,0.33,2,15,45,40.63,FALSE
16,1,0,16,0,14,11,37,42,79,366.86,0.07,14.54,5332.64,0.12,296.26,9,8,0,16,8,5,0.31,2,1,0.2,0.28,1,19,1,0,25.24,0.2,4,16,18,0,FALSE
13,2,1,12,1,12,8,37,38,75,324.14,0.08,12.33,3997.78,0.11,222.1,3,2,0,4,2,2,0.15,2,1,0.5,0.12,0,7,1,0,26.28,0.5,1,7,17,14.29,FALSE
21,10,0,19,2,14,14,41,49,90,432.66,0.05,20.5,8869.57,0.14,492.75,9,6,3,14,7,5,0.24,2.33,3,0.6,0.16,3,17,3,0.5,21.11,0.6,4,14,32,9.52,FALSE
36,7,3,36,0,29,16,51,64,115,631.56,0.07,14.07,8885.44,0.21,493.64,7,2,4,4,2,5,0.14,2,5,1,0.11,1,16,1,0,44.89,0.2,1,13,47,7.69,FALSE
41,19,7,41,0,56,24,123,167,290,1833.36,0.04,26.36,48322.11,0.61,2684.56,17,16,8,32,16,9,0.22,2,8,0.89,0.13,1,40,3,0.25,69.56,0.33,8,33,68,14.58,FALSE
49,10,1,46,3,44,25,75,116,191,1166.73,0.05,21.31,24859.27,0.39,1381.07,12,2,7,4,2,9,0.18,2,8,0.89,0.15,0,28,1,0,54.76,0.11,1,21,61,8,TRUE
29,2,0,29,0,18,13,58,64,122,604.41,0.05,20.94,12659.07,0.2,703.28,13,12,4,24,12,7,0.24,2,2,0.29,0.22,1,30,3,0.33,28.86,0.43,6,25,32,0,FALSE
103,31,37,101,2,73,19,338,378,716,4670.87,0.02,43.99,205454.31,1.56,11414.13,37,30,3,66,33,19,0.18,2.2,7,0.37,0.12,0,79,6,0.28,106.19,0.32,18,62,156,27.86,FALSE
70,24,0,70,0,49,31,81,132,213,1346.57,0.04,25.62,34502.44,0.45,1916.8,22,2,18,4,2,20,0.29,2,19,0.95,0.21,1,45,1,0,52.55,0.05,1,27,95,0,FALSE
20,0,0,19,1,19,12,44,47,91,450.83,0.07,13.89,6264.19,0.15,348.01,5,4,6,8,4,3,0.15,2,2,0.67,0.14,0,21,1,0,32.45,0.33,2,20,21,5,FALSE
17,1,1,17,0,10,15,53,58,111,515.47,0.03,39.75,20489.85,0.17,1138.33,13,12,1,24,12,7,0.41,2,3,0.43,0.35,3,25,1,0,12.97,0.14,6,20,20,5.56,FALSE
12,2,0,12,0,8,12,20,30,50,216.1,0.07,15,3241.45,0.07,180.08,7,6,2,12,6,4,0.33,2,1,0.25,0.27,0,15,1,0,14.41,0.25,3,13,15,0,FALSE
7,0,0,7,0,9,12,20,21,41,180.09,0.08,13.33,2401.13,0.06,133.4,5,4,1,8,4,3,0.43,2,3,1,0.38,1,12,1,0,13.51,0.33,2,11,8,0,FALSE
32,11,6,30,2,36,28,79,107,186,1116,0.03,30.72,34286,0.37,1904.78,11,10,4,20,10,6,0.19,2,5,0.83,0.12,1,27,1,0,36.33,0.17,5,23,50,21.05,TRUE
77,21,20,71,6,54,33,175,218,393,2532.08,0.02,53.47,135395.77,0.84,7521.99,20,14,6,28,14,12,0.16,2,7,0.58,0.1,0,50,1,0,47.35,0.08,7,40,119,26.8,FALSE
7,1,0,7,0,6,9,13,16,29,113.3,0.1,9.75,1104.67,0.04,61.37,5,4,1,8,4,3,0.43,2,1,0.33,0.33,1,10,1,0,11.62,0.33,2,9,9,0,FALSE
75,1,0,75,0,65,38,255,439,694,4640.43,0.01,74.54,345890.61,1.55,19216.15,107,92,7,198,99,54,0.72,2.15,24,0.44,0.7,0,219,25,0.45,62.26,0.46,53,167,77,0,FALSE
22,14,0,22,0,21,11,31,43,74,370,0.12,8.11,3004.05,0.12,166.89,5,4,4,8,4,3,0.14,2,3,1,0.08,0,14,1,0,45.57,0.33,2,13,37,0,FALSE
7,2,0,7,0,5,14,14,22,36,152.93,0.05,19.6,2997.34,0.05,166.52,7,6,1,12,6,4,0.57,2,2,0.5,0.4,0,14,4,1,7.8,1,3,12,10,0,FALSE
30,7,12,27,3,32,15,62,74,136,755.42,0.07,14.53,10977.26,0.25,609.85,9,6,1,14,7,5,0.17,2.33,3,0.6,0.1,0,17,3,0.5,51.99,0.6,4,14,50,35.71,FALSE
10,2,9,10,0,17,7,33,35,68,311.78,0.15,6.79,2118.25,0.1,117.68,3,2,0,4,2,2,0.2,2,1,0.5,0.09,0,6,1,0,45.89,0.5,1,6,22,47.37,FALSE
37,5,0,37,0,67,19,122,146,268,1722.24,0.06,17.3,29792.16,0.57,1655.12,29,28,6,56,28,15,0.41,2,15,1,0.23,0,66,14,0.93,99.56,0.93,14,53,65,0,FALSE
18,10,5,16,2,21,17,40,84,124,650.74,0.06,16.19,10535.84,0.22,585.32,13,10,2,22,11,7,0.39,2.2,3,0.43,0.21,3,22,1,0,40.19,0.14,6,17,34,30.43,FALSE
15,8,6,14,1,22,18,36,50,86,457.69,0.07,14.73,6740.46,0.15,374.47,7,4,3,10,5,4,0.27,2.5,2,0.5,0.07,0,13,3,0.67,31.08,0.75,3,11,54,33.33,TRUE
8,0,0,8,0,5,10,17,24,41,160.18,0.06,17,2723.1,0.05,151.28,5,4,1,8,4,3,0.38,2,3,1,0.33,2,10,1,0,9.42,0.33,2,9,9,0,FALSE
6,0,0,6,0,5,7,7,14,21,75.28,0.2,4.9,368.89,0.03,20.49,5,4,0,8,4,3,0.5,2,1,0.33,0.43,1,9,1,0,15.36,0.33,2,8,7,0,FALSE
35,7,12,28,7,36,29,95,122,217,1306.85,0.03,38.26,50005.31,0.44,2778.07,31,26,5,56,28,16,0.46,2.15,6,0.38,0.29,0,69,11,0.67,34.15,0.69,15,55,55,40.43,FALSE
14,7,0,14,0,14,10,18,29,47,215.49,0.16,6.43,1385.31,0.07,76.96,5,4,2,8,4,3,0.21,2,3,1,0.14,0,9,1,0,33.52,0.33,2,8,22,0,TRUE
56,2,1,49,7,48,34,125,202,327,2078.92,0.02,44.27,92035.5,0.69,5113.08,29,24,5,52,26,1,0.02,2.17,1,1,0.01,0,72,1,0,46.96,1,14,59,67,14.04,FALSE
44,17,55,43,1,28,23,72,105,177,1004.02,0.03,29.57,29690.28,0.33,1649.46,15,12,4,26,13,8,0.18,2.17,3,0.38,0.07,4,34,3,0.29,33.95,0.38,7,28,117,56.57,FALSE
12,5,1,12,0,16,18,28,45,73,371.38,0.06,15.75,5849.31,0.12,324.96,7,4,2,10,5,4,0.33,2.5,2,0.5,0.21,2,13,3,0.67,23.58,0.75,3,11,19,7.69,FALSE
7,4,2,7,0,7,7,12,14,26,98.99,0.17,6,593.95,0.03,33,3,2,1,4,2,2,0.29,2,2,1,0.14,0,6,1,0,16.5,0.5,1,6,14,22.22,FALSE
32,48,21,31,1,52,16,116,136,252,1534.04,0.06,17.85,27376.73,0.51,1520.93,5,4,5,8,4,3,0.09,2,1,0.33,0.03,3,21,1,0,85.96,0.33,2,20,102,41.51,FALSE
120,36,42,120,0,107,28,458,544,1002,7090.97,0.02,59.93,424927.99,2.36,23607.11,13,8,8,18,9,7,0.06,2.25,4,0.57,0.03,1,38,3,0.33,118.33,0.43,5,33,218,25.93,TRUE
0,0,0,0,0,3,6,4,8,12,38.04,0.25,4,152.16,0.01,8.45,3,2,0,4,2,2,1,2,1,0.5,2,0,6,1,0,9.51,0.5,1,6,1,0,FALSE
11,7,14,11,0,12,11,15,25,40,180.94,0.15,6.87,1243.98,0.06,69.11,3,2,5,4,2,2,0.18,2,2,1,0.06,0,9,1,0,26.32,0.5,1,9,33,56,FALSE
72,10,16,62,10,78,16,165,206,371,2431.75,0.06,16.92,41152.73,0.81,2286.26,41,40,1,80,40,21,0.29,2,6,0.29,0.21,0,81,1,0,143.69,0.05,20,62,99,29.55,FALSE
34,19,5,34,0,38,19,68,108,176,1026.58,0.06,17,17452.01,0.34,969.56,11,8,7,18,9,6,0.18,2.25,6,1,0.1,0,26,6,1,60.39,1,5,22,59,12.82,TRUE
40,15,8,39,1,57,21,153,181,334,2099.32,0.04,28.18,59167.8,0.7,3287.1,5,4,2,8,4,3,0.08,2,2,0.67,0.05,0,17,1,0,74.49,0.33,2,16,64,18.75,FALSE
39,8,11,39,0,37,21,56,77,133,779.11,0.06,15.89,12381.56,0.26,687.86,11,8,6,18,9,6,0.15,2.25,4,0.67,0.1,1,24,3,0.4,49.03,0.5,5,20,59,22,FALSE
130,32,60,126,4,80,27,253,307,560,3775.22,0.02,42.69,161178.36,1.26,8954.35,61,38,12,98,50,31,0.24,2.58,13,0.42,0.14,1,108,23,0.73,88.43,0.74,30,79,223,33.68,FALSE
5,1,0,5,0,4,8,6,12,18,64.53,0.17,6,387.18,0.02,21.51,3,2,1,4,2,2,0.4,2,1,0.5,0.29,0,6,1,0,10.75,0.5,1,6,7,0,FALSE
76,48,13,76,0,61,14,231,242,473,2946.23,0.04,26.51,78099.28,0.98,4338.85,15,14,7,28,14,8,0.11,2,4,0.5,0.06,0,51,1,0,111.14,0.13,7,45,138,14.61,FALSE
13,1,1,13,0,11,11,21,24,45,200.67,0.1,10.5,2107.08,0.07,117.06,5,4,2,8,4,3,0.23,2,3,1,0.19,1,12,1,0,19.11,0.33,2,11,16,7.14,FALSE
10,1,1,10,0,8,12,17,20,37,159.91,0.08,12.75,2038.87,0.05,113.27,5,4,1,8,4,3,0.3,2,2,0.67,0.23,1,9,1,0,12.54,0.33,2,8,13,9.09,FALSE
63,27,50,61,2,64,11,80,102,182,1133.65,0.15,6.87,7793.81,0.38,432.99,11,10,13,20,10,6,0.1,2,4,0.67,0.04,1,35,1,0,164.89,0.17,5,31,164,46.02,FALSE
12,0,0,12,0,21,12,38,46,84,423.73,0.09,10.86,4600.49,0.14,255.58,13,12,3,24,12,7,0.58,2,4,0.57,0.54,0,29,1,0,39.03,0.14,6,24,13,0,FALSE
5,1,0,5,0,7,8,10,10,20,78.14,0.18,5.71,446.5,0.03,24.81,3,2,2,4,2,2,0.4,2,2,1,0.29,0,8,1,0,13.67,0.5,1,8,7,0,FALSE
28,6,7,26,2,16,12,51,57,108,519.19,0.05,19.13,9929.59,0.17,551.64,7,6,2,12,6,4,0.14,2,2,0.5,0.1,0,17,1,0,27.15,0.25,3,15,42,25.71,FALSE
15,2,1,14,1,20,12,39,40,79,395,0.09,11.7,4621.5,0.13,256.75,5,4,3,8,4,3,0.2,2,3,1,0.16,0,15,1,0,33.76,0.33,2,14,19,12.5,FALSE
16,0,3,16,0,14,14,27,32,59,283.63,0.07,13.5,3829.06,0.09,212.73,7,6,3,12,6,4,0.25,2,3,0.75,0.2,0,19,1,0,21.01,0.25,3,17,20,15.79,FALSE
6,1,0,6,0,4,10,8,19,27,102.8,0.1,10,1027.99,0.03,57.11,7,6,1,12,6,4,0.67,2,2,0.5,0.5,0,14,4,1,10.28,1,3,12,8,0,FALSE
28,14,9,27,1,33,10,58,65,123,667.43,0.11,8.79,5865.3,0.22,325.85,5,4,7,8,4,3,0.11,2,2,0.67,0.06,0,15,1,0,75.95,0.33,2,14,52,27.03,FALSE
